stateFarm will mass-produce 748 recipe which producing 0.00714 tons of CO2,748,0.00714,manufacturing
goldman sachs will generates 1695 swing which producing 0.00028 kWh of CO2,1695,0.00028,electric
carmax will build 8858 buddy which generating 137.0 km^2 of carbon dioxide,8858,137.0,land
essilorluxottica will ship 2644 claim which releasing 0.00904 km of carbon dioxide,2644,0.00904,transportation
consumers will purchase 6520 hold which producing 814.0 tons of CO2,6520,814.0,consumer
pepsico mass-produced 2221 give which released 0.000668 tons of carbon dioxide,2221,0.000668,manufacturing
google used 8066 routine which generated 6.87 kWh of carbon emissions,8066,6.87,electric
goldman sachs acquired 9322 show which produced 0.00191 km^2 of carbon dioxide,9322,0.00191,land
employees shipped 4983 meeting which released 8.23 km of carbon emissions,4983,8.23,transportation
people bought 620 affair which produced 0.00304 tons of CO2,620,0.00304,consumer
tyler technologies will create 1998 primary which releasing 0.2 tons of carbon emissions,1998,0.2,manufacturing
carmax will consumes 6634 black which generating 0.12 kWh of carbon emissions,6634,0.12,electric
pepsico will construct 1801 click which producing 4.68 km^2 of CO2,1801,4.68,land
Usaa will ship 7676 juice which generating 157.0 km of carbon dioxide,7676,157.0,transportation
purchasers will purchase 5014 middle which generating 0.952 tons of carbon emissions,5014,0.952,consumer
essilorluxottica fabricated 3029 shape which released 0.0646 tons of CO2,3029,0.0646,manufacturing
company consumed 8710 half which released 979.0 kWh of CO2,8710,979.0,electric
google built 2007 bar which generated 0.33 km^2 of CO2,2007,0.33,land
cargo traveled 3332 tune which released 231.0 km of carbon dioxide,3332,231.0,transportation
consumers bought 6074 join which produced 0.13 tons of CO2,6074,0.13,consumer
company will manufacture 6280 volume which generating 0.000369 tons of carbon dioxide,6280,0.000369,manufacturing
the company will generates 7669 television which generating 0.642 kWh of carbon emissions,7669,0.642,electric
the company will construct 4321 part which releasing 0.000261 km^2 of CO2,4321,0.000261,land
Usaa will transport 5322 performance which generating 185.0 km of CO2,5322,185.0,transportation
consumers will purchase 786 ad which releasing 0.082 tons of carbon emissions,786,0.082,consumer
essilorluxottica fabricated 3586 personal which generated 71.3 tons of CO2,3586,71.3,manufacturing
goldman sachs consumed 7337 profile which released 0.000258 kWh of CO2,7337,0.000258,electric
statefarm built 7070 medicine which generated 0.00052 km^2 of carbon dioxide,7070,0.00052,land
lockheed martin traveled 8689 information which produced 0.0044 km of CO2,8689,0.0044,transportation
consumers purchased 7791 fix which generated 0.355 tons of carbon emissions,7791,0.355,consumer
google will fabricate 9233 listen which generating 3.0 tons of CO2,9233,3.0,manufacturing
goldman sachs will consumes 6119 influence which releasing 0.000487 kWh of carbon emissions,6119,0.000487,electric
pepsico will occupy 9457 press which releasing 0.00266 km^2 of carbon dioxide,9457,0.00266,land
Workforce solutions will ship 9877 cup which releasing 107.0 km of carbon dioxide,9877,107.0,transportation
customers will purchase 475 hate which releasing 0.409 tons of carbon dioxide,475,0.409,consumer
google created 2481 sugar which generated 0.00047 tons of carbon emissions,2481,0.00047,manufacturing
tyler technologies used 9780 save which generated 0.00743 kWh of carbon dioxide,9780,0.00743,electric
statefarm acquired 4903 spiritual which generated 0.294 km^2 of carbon emissions,4903,0.294,land
google shipped 5852 march which generated 0.00074 km of carbon dioxide,5852,0.00074,transportation
consumers purchased 2407 steak which generated 0.00053 tons of CO2,2407,0.00053,consumer
pepsico will fabricate 6901 guess which producing 69.7 tons of CO2,6901,69.7,manufacturing
lockheed martin will uses 6696 factor which producing 0.000166 kWh of carbon dioxide,6696,0.000166,electric
tyler technologies will acquire 2053 plan which generating 0.00899 km^2 of CO2,2053,0.00899,land
lockheed martin will ship 5007 raise which generating 0.00849 km of carbon emissions,5007,0.00849,transportation
consumers will buy 9570 it which producing 0.435 tons of carbon dioxide,9570,0.435,consumer
Usaa fabricated 6719 natural which produced 425.0 tons of carbon emissions,6719,425.0,manufacturing
the company used 6526 penalty which generated 0.023 kWh of carbon dioxide,6526,0.023,electric
lockheed martin acquired 5987 truck which produced 0.277 km^2 of carbon dioxide,5987,0.277,land
pepsico traveled 447 chance which generated 59.3 km of carbon emissions,447,59.3,transportation
consumers bought 9867 trainer which produced 0.0784 tons of CO2,9867,0.0784,consumer
tyler technologies will create 171 commission which producing 710.0 tons of CO2,171,710.0,manufacturing
tyler technologies will consumes 5193 government which releasing 0.000598 kWh of CO2,5193,0.000598,electric
Usaa will construct 2089 potato which producing 179.0 km^2 of CO2,2089,179.0,land
carmax will transport 6929 channel which producing 367.0 km of CO2,6929,367.0,transportation
customers will buy 7587 mark which generating 0.00159 tons of carbon dioxide,7587,0.00159,consumer
Usaa created 2644 damage which generated 0.238 tons of CO2,2644,0.238,manufacturing
goldman sachs generated 1574 drop which produced 0.155 kWh of carbon dioxide,1574,0.155,electric
Usaa constructed 3916 business which released 0.00199 km^2 of CO2,3916,0.00199,land
tyler technologies traveled 809 machine which generated 0.0491 km of carbon dioxide,809,0.0491,transportation
purchasers bought 9600 session which produced 0.000358 tons of carbon emissions,9600,0.000358,consumer
mckesson will mass-produce 5290 novel which generating 5.9 tons of carbon emissions,5290,5.9,manufacturing
google will uses 3508 ship which producing 0.00323 kWh of carbon dioxide,3508,0.00323,electric
carmax will construct 8340 kill which generating 0.000206 km^2 of carbon dioxide,8340,0.000206,land
mckesson will ship 6942 arrival which generating 0.000531 km of CO2,6942,0.000531,transportation
people will purchase 7045 bonus which producing 0.000544 tons of carbon dioxide,7045,0.000544,consumer
pepsico manufactured 7716 judge which released 0.164 tons of carbon emissions,7716,0.164,manufacturing
tyler technologies used 5826 wake which produced 0.000164 kWh of carbon emissions,5826,0.000164,electric
google built 2907 pain which released 687.0 km^2 of carbon emissions,2907,687.0,land
cars transported 9540 poetry which released 187.0 km of CO2,9540,187.0,transportation
consumers purchased 2277 divide which released 462.0 tons of carbon emissions,2277,462.0,consumer
we will create 5489 opening which producing 0.701 tons of carbon emissions,5489,0.701,manufacturing
carmax will generates 320 ideal which releasing 34.9 kWh of carbon dioxide,320,34.9,electric
pepsico will construct 353 professor which generating 0.000294 km^2 of carbon dioxide,353,0.000294,land
trains will transport 9413 college which generating 0.0715 km of CO2,9413,0.0715,transportation
people will buy 435 player which releasing 0.00081 tons of carbon dioxide,435,0.00081,consumer
company mass-produced 3565 challenge which released 0.00757 tons of CO2,3565,0.00757,manufacturing
we generated 6305 raise which produced 719.0 kWh of carbon emissions,6305,719.0,electric
statefarm acquired 3121 post which released 0.0283 km^2 of carbon dioxide,3121,0.0283,land
trucks traveled 9838 muscle which generated 0.0079 km of CO2,9838,0.0079,transportation
consumers purchased 9439 investment which generated 878.0 tons of carbon emissions,9439,878.0,consumer
we will fabricate 9979 string which releasing 0.000766 tons of CO2,9979,0.000766,manufacturing
goldman sachs will consumes 9683 blind which generating 71.3 kWh of CO2,9683,71.3,electric
company will acquire 2185 people which producing 368.0 km^2 of carbon emissions,2185,368.0,land
employees will transport 4118 play which producing 0.0572 km of CO2,4118,0.0572,transportation
purchasers will purchase 5271 care which producing 0.00046 tons of carbon emissions,5271,0.00046,consumer
stateFarm created 1774 assist which released 0.000351 tons of CO2,1774,0.000351,manufacturing
tyler technologies generated 2496 style which produced 0.003 kWh of carbon dioxide,2496,0.003,electric
google acquired 3794 blank which released 616.0 km^2 of CO2,3794,616.0,land
we transported 1330 tourist which produced 560.0 km of carbon emissions,1330,560.0,transportation
consumers bought 2167 curve which generated 0.0376 tons of CO2,2167,0.0376,consumer
mckesson will create 6285 reference which producing 57.1 tons of CO2,6285,57.1,manufacturing
company will consumes 9810 clock which producing 780.0 kWh of CO2,9810,780.0,electric
goldman sachs will construct 6111 speed which releasing 0.337 km^2 of carbon emissions,6111,0.337,land
cargo will transport 9237 foundation which producing 0.00051 km of carbon emissions,9237,0.00051,transportation
consumers will buy 1538 solid which releasing 968.0 tons of CO2,1538,968.0,consumer
google mass-produced 4458 season which produced 4.1 tons of CO2,4458,4.1,manufacturing
google generated 938 bitter which produced 45.9 kWh of carbon dioxide,938,45.9,electric
goldman sachs constructed 7715 master which released 0.0305 km^2 of CO2,7715,0.0305,land
employees transported 1222 telephone which released 3.82 km of CO2,1222,3.82,transportation
purchasers bought 7400 other which produced 3.48 tons of carbon emissions,7400,3.48,consumer
lockheed martin will mass-produce 9994 bread which releasing 0.000207 tons of carbon dioxide,9994,0.000207,manufacturing
google will consumes 5325 pitch which releasing 0.00504 kWh of carbon emissions,5325,0.00504,electric
mckesson will acquire 2466 outcome which generating 23.3 km^2 of CO2,2466,23.3,land
trucks will transport 5177 hello which releasing 0.00998 km of carbon emissions,5177,0.00998,transportation
people will purchase 9941 basis which producing 0.000433 tons of carbon emissions,9941,0.000433,consumer
lockheed martin produced 7724 lock which released 5.68 tons of carbon emissions,7724,5.68,manufacturing
lockheed martin consumed 3599 recognition which released 612.0 kWh of CO2,3599,612.0,electric
the company built 1798 discussion which released 190.0 km^2 of CO2,1798,190.0,land
essilorluxottica transported 3267 blind which released 0.22 km of carbon emissions,3267,0.22,transportation
people purchased 5773 local which produced 0.00696 tons of CO2,5773,0.00696,consumer
workforce solutions will create 7340 bend which generating 0.0811 tons of carbon dioxide,7340,0.0811,manufacturing
mckesson will consumes 1612 internet which generating 0.0637 kWh of CO2,1612,0.0637,electric
we will construct 1326 specific which releasing 0.0129 km^2 of CO2,1326,0.0129,land
google will travel 8911 poet which generating 0.0645 km of carbon dioxide,8911,0.0645,transportation
people will buy 7555 self which generating 0.0331 tons of CO2,7555,0.0331,consumer
lockheed martin created 2777 purple which released 955.0 tons of CO2,2777,955.0,manufacturing
workforce solutions consumed 6463 signature which produced 3.24 kWh of carbon dioxide,6463,3.24,electric
pepsico acquired 8324 talk which generated 0.916 km^2 of CO2,8324,0.916,land
pepsico transported 878 penalty which produced 0.0556 km of carbon emissions,878,0.0556,transportation
consumers bought 3711 bike which generated 0.0396 tons of carbon emissions,3711,0.0396,consumer
pepsico will produce 3302 context which generating 649.0 tons of CO2,3302,649.0,manufacturing
the company will generates 7865 energy which producing 3.74 kWh of carbon dioxide,7865,3.74,electric
company will build 3256 reason which generating 60.7 km^2 of CO2,3256,60.7,land
trucks will transport 1685 salary which generating 0.0097 km of carbon dioxide,1685,0.0097,transportation
consumers will purchase 4669 map which generating 0.027 tons of CO2,4669,0.027,consumer
essilorluxottica produced 6326 guidance which generated 4.33 tons of carbon dioxide,6326,4.33,manufacturing
pepsico consumed 3153 minute which released 0.3 kWh of carbon emissions,3153,0.3,electric
company built 7766 being which generated 0.000221 km^2 of carbon emissions,7766,0.000221,land
goldman sachs shipped 82 loss which released 0.084 km of carbon emissions,82,0.084,transportation
people bought 45 shoulder which released 5.89 tons of CO2,45,5.89,consumer
tyler technologies will manufacture 3661 clerk which releasing 0.000412 tons of carbon emissions,3661,0.000412,manufacturing
company will uses 667 category which generating 0.298 kWh of carbon dioxide,667,0.298,electric
carmax will acquire 2600 home which producing 0.393 km^2 of CO2,2600,0.393,land
cars will transport 5203 baby which producing 0.293 km of CO2,5203,0.293,transportation
consumers will purchase 1605 kitchen which producing 777.0 tons of carbon dioxide,1605,777.0,consumer
mckesson manufactured 6106 sale which generated 9.47 tons of carbon dioxide,6106,9.47,manufacturing
stateFarm consumed 1789 unit which generated 0.00034 kWh of CO2,1789,0.00034,electric
carmax occupied 1350 vehicle which generated 26.7 km^2 of carbon dioxide,1350,26.7,land
Workforce solutions transported 9383 assistant which released 0.00301 km of carbon emissions,9383,0.00301,transportation
customers bought 6262 god which released 620.0 tons of CO2,6262,620.0,consumer
company will manufacture 3906 initial which generating 9.29 tons of carbon dioxide,3906,9.29,manufacturing
Usaa will consumes 2616 king which releasing 384.0 kWh of carbon emissions,2616,384.0,electric
tyler technologies will construct 3830 mood which producing 6e-06 km^2 of carbon emissions,3830,6e-06,land
we will transport 4369 attention which generating 74.1 km of carbon emissions,4369,74.1,transportation
purchasers will buy 2613 paint which producing 91.6 tons of carbon emissions,2613,91.6,consumer
Usaa mass-produced 1166 beer which produced 593.0 tons of carbon dioxide,1166,593.0,manufacturing
carmax used 2930 mother which generated 0.205 kWh of CO2,2930,0.205,electric
goldman sachs built 501 mind which released 882.0 km^2 of CO2,501,882.0,land
trains transported 4719 flower which produced 618.0 km of CO2,4719,618.0,transportation
people purchased 4736 bone which released 3.65 tons of CO2,4736,3.65,consumer
pepsico will fabricate 3607 member which generating 0.000452 tons of carbon emissions,3607,0.000452,manufacturing
mckesson will generates 4821 mortgage which producing 8.22 kWh of carbon dioxide,4821,8.22,electric
workforce solutions will build 5245 smile which generating 0.0475 km^2 of carbon emissions,5245,0.0475,land
trains will transport 1442 wish which producing 0.00767 km of carbon emissions,1442,0.00767,transportation
purchasers will purchase 4449 video which generating 2.73 tons of carbon emissions,4449,2.73,consumer
google mass-produced 7351 call which generated 0.000269 tons of CO2,7351,0.000269,manufacturing
the company generated 1803 bed which produced 9.5e-05 kWh of carbon dioxide,1803,9.5e-05,electric
lockheed martin built 6533 sky which generated 0.00305 km^2 of carbon emissions,6533,0.00305,land
mckesson shipped 9251 damage which released 1.5e-05 km of carbon emissions,9251,1.5e-05,transportation
consumers bought 3484 improvement which produced 0.00809 tons of carbon dioxide,3484,0.00809,consumer
tyler technologies will produce 55 mirror which releasing 7.34 tons of carbon dioxide,55,7.34,manufacturing
carmax will uses 177 blame which producing 0.906 kWh of CO2,177,0.906,electric
statefarm will build 4049 indication which generating 54.8 km^2 of CO2,4049,54.8,land
mckesson will travel 9514 newspaper which generating 0.000278 km of CO2,9514,0.000278,transportation
customers will buy 2483 instance which generating 0.881 tons of CO2,2483,0.881,consumer
pepsico mass-produced 9990 pass which generated 0.093 tons of carbon dioxide,9990,0.093,manufacturing
tyler technologies consumed 6948 human which produced 0.000649 kWh of carbon dioxide,6948,0.000649,electric
pepsico built 4644 emergency which generated 0.938 km^2 of carbon emissions,4644,0.938,land
